parent_tag_en,parent_tag_ar,child_tag_en,child_tag_ar,question_ar,question_en,answer_ar,answer_en
Existing buildings,مباني قائمة,Providing water quality-existing buildings,توفير جودة المياه-مباني قائمة,هل تلاحظ تلف الحنفيات أو الأنابيب أو تركيبات المياه الأخرى بسرعة؟,How to solve water sinks in winter?,تحدث المشكلة أساساً بسبب عدم وجود نظام تصريف صحيح لمياه الأمطار والتي غالباً تنشأ بسبب وجود المباني في الطبيعة. يمكن حلها من خلال تجميع مياه الأمطار عن أسطح المباني وإعادة استخدامها. يمكن تجميعها بشكل مركزي لكل مدينة أو تجميعها في كل مبنى بشكل منفصل.,"This problem occurs because of the poor rainwater drainage system, mainly caused by buildings' existence in nature. This can be solved by rainwater harvesting and reuse. Rainwater harvesting can be central (e.g. in each city) or separately in each building. "
Existing buildings,مباني قائمة,Providing water quality-existing buildings,توفير جودة المياه-مباني قائمة,هل تلاحظ تلف الحنفيات أو الأنابيب أو تركيبات المياه الأخرى بسرعة؟," Do you notice the short life span of taps, pipes or other water fixtures?","قد يعود السبب لوجود ضغط ماء عالي في نظام المياه في المبنى بوجود مضخة لزيادة ضغط المياه (خاصة للطوابق العليا في المباني). يمكن حل هذه المشكلة من خلال استخدام صمام يساعد على تخفيف الضغط (لأقل من 550 كيلو باسكال) أو استخدام حنفيات ذات كفاءة مياه عالية (تعمل على تحسين ضغط المياه بدون زيادة التدفق)
","It may refer to the high water pressure on the water system when using water pumps to raise water pressure (specially upper floors). This can be solved by using a de-compression valve (less than 550 KPa) or using high efficient water taps which will enhance water pressure without increasing water flow.
"
Existing buildings,مباني قائمة,Providing water quality-existing buildings,توفير جودة المياه-مباني قائمة,هل تلاحظ تلف الحنفيات أو الأنابيب أو تركيبات المياه الأخرى بسرعة؟," Do you notice the short life span of taps, pipes or other water fixtures?","قد يعود السبب لوجود ضغط ماء عالي في نظام المياه في المبنى بوجود مضخة لزيادة ضغط المياه (خاصة للطوابق العليا في المباني). يمكن حل هذه المشكلة من خلال استخدام صمام يساعد على تخفيف الضغط (لأقل من 550 كيلو باسكال) أو استخدام حنفيات ذات كفاءة مياه عالية (تعمل على تحسين ضغط المياه بدون زيادة التدفق)
","It may refer to the high water pressure on the water system when using water pumps to raise water pressure (specially upper floors). This can be solved by using a de-compression valve (less than 550 KPa) or using high efficient water taps which will enhance water pressure without increasing water flow.
"
Existing buildings,مباني قائمة,Providing water quality-existing buildings,توفير جودة المياه-مباني قائمة,هل من المجدي استخدام سخانات فورية أم سخانات شمسية للمياه؟,Is it feasible to use an instant heater or a solar heater?,"يعتمد على حالة الاستخدام، حيث تعتبر السخانات الفورية أكثر جدوى في مباني العمل (مكاتب مثلاً) التي لا تحتاج لكميات كبيرة من المياه الساخنة، مما يساعد في تقليل الوقت المستهلك لانتظار وصول المياه الساخنة للمستخدم وتقليل إهدار المياه. بينما تعتبر السخانات الشمسية مجدية في المنازل والأماكن التي يكثر بها استخدام المياه الساخنة. 
","It depends on the case of use. Instant heater (electrical) is feasible in working spaces (e.g. offices) where low quantity of water is required, instant heaters need less time and less water to deliver hot water to the user. However, solar heaters are feasible in homes and places where a high quantity of water is required. "
Existing buildings,مباني قائمة,Providing water quality-existing buildings,توفير جودة المياه-مباني قائمة,هل من المجدي استخدام سخانات فورية أم سخانات شمسية للمياه؟,Is it feasible to use an instant heater or a solar heater?,"يعتمد على حالة الاستخدام، حيث تعتبر السخانات الفورية أكثر جدوى في مباني العمل (مكاتب مثلاً) التي لا تحتاج لكميات كبيرة من المياه الساخنة، مما يساعد في تقليل الوقت المستهلك لانتظار وصول المياه الساخنة للمستخدم وتقليل إهدار المياه. بينما تعتبر السخانات الشمسية مجدية في المنازل والأماكن التي يكثر بها استخدام المياه الساخنة. 
","It depends on the case of use. Instant heater (electrical) is feasible in working spaces (e.g. offices) where low quantity of water is required, instant heaters need less time and less water to deliver hot water to the user. However, solar heaters are feasible in homes and places where a high quantity of water is required. "
Existing buildings,مباني قائمة,Providing water quality-existing buildings,توفير جودة المياه-مباني قائمة,هل من المجدي استخدام سخانات فورية أم سخانات شمسية للمياه؟,Is it feasible to use an instant heater or a solar heater?,"يعتمد على حالة الاستخدام، حيث تعتبر السخانات الفورية أكثر جدوى في مباني العمل (مكاتب مثلاً) التي لا تحتاج لكميات كبيرة من المياه الساخنة، مما يساعد في تقليل الوقت المستهلك لانتظار وصول المياه الساخنة للمستخدم وتقليل إهدار المياه. بينما تعتبر السخانات الشمسية مجدية في المنازل والأماكن التي يكثر بها استخدام المياه الساخنة. 
","It depends on the case of use. Instant heater (electrical) is feasible in working spaces (e.g. offices) where low quantity of water is required, instant heaters need less time and less water to deliver hot water to the user. However, solar heaters are feasible in homes and places where a high quantity of water is required. "
Existing buildings,مباني قائمة,Providing water quality-existing buildings,توفير جودة المياه-مباني قائمة,هل من المجدي استخدام سخانات فورية أم سخانات شمسية للمياه؟,Is it feasible to use an instant heater or a solar heater?,"يعتمد على حالة الاستخدام، حيث تعتبر السخانات الفورية أكثر جدوى في مباني العمل (مكاتب مثلاً) التي لا تحتاج لكميات كبيرة من المياه الساخنة، مما يساعد في تقليل الوقت المستهلك لانتظار وصول المياه الساخنة للمستخدم وتقليل إهدار المياه. بينما تعتبر السخانات الشمسية مجدية في المنازل والأماكن التي يكثر بها استخدام المياه الساخنة. 
","It depends on the case of use. Instant heater (electrical) is feasible in working spaces (e.g. offices) where low quantity of water is required, instant heaters need less time and less water to deliver hot water to the user. However, solar heaters are feasible in homes and places where a high quantity of water is required. "
Existing buildings,مباني قائمة,Providing water quality-existing buildings,توفير جودة المياه-مباني قائمة,,,,
Existing buildings,مباني قائمة,Providing water quality-existing buildings,توفير جودة المياه-مباني قائمة,كيف يمكنني توفير استهلاك المركبة (السيارة) للوقود؟,How can I save fuel consumption in my car?,"هناك بعض الممارسات الخاطئة والتي تساعد في زيادة استهلاك الوقود في المركبات، يمكن اتباع النصائح التالية لتقليل الاستخدام:
1. 	إطفاء المحرك عند الانتظار لفترة تزيد عن دقيقتين.
2. 	القيادة بسرعة ثابتة
3. 	الصيانة الدورية للمركبة تساعد في تحسين كفاءة استهلاك الوقود بنسبة تصل إلى 10%.
4. 	التأكد من ضغط عجلات المركبة، حيث أن العجلات التي يقل ضغطها للربع تسبب زيادة بنسبة 2% من استهلاك الوقود.
5. 	الحفاظ على حمولة المركبة ضمن الحد الطبيعي، فكل 45 كيلوغرام من الحملة تسبب بزيادة الاستهلاك بنسبة 2%.
6. 	الاعتماد على التهوية الطبيعية للسيارة عند التحرك بسرعة تزيد عن 65 كيلومتر/ساعة.
7. 	الاستثمار بشراء سيارة هجينة – Hybrid (تعتمد على الوقود والكهرباء)
","Some popular practices can waste the fuel in your car, you can follow the following tips to save your fuel:
Switch off the car if you’ll wait more than 2 minutes.
Ride at constant speed.
Periodic maintenance can enhance the fuel efficiency up to 10%.
Check tire pressure, tire pressure decreases by 25% can increase fuel consumption by 2%.
To limit can load in the range. Every extra 45 KG of load increases the load by 2%.
Using natural ventilation in the can when you ride at a speed of 65 KM/H.
Invest in hybrid car (using both fuel and electrical energy)
"
Existing buildings,مباني قائمة,Improving the health of individuals-existing buildings,تحسين صحة الافراد-مباني قائمة,كيف يمكنني توفير استهلاك المركبة (السيارة) للوقود؟,How can I save fuel consumption in my car?,"هناك بعض الممارسات الخاطئة والتي تساعد في زيادة استهلاك الوقود في المركبات، يمكن اتباع النصائح التالية لتقليل الاستخدام:
1. 	إطفاء المحرك عند الانتظار لفترة تزيد عن دقيقتين.
2. 	القيادة بسرعة ثابتة
3. 	الصيانة الدورية للمركبة تساعد في تحسين كفاءة استهلاك الوقود بنسبة تصل إلى 10%.
4. 	التأكد من ضغط عجلات المركبة، حيث أن العجلات التي يقل ضغطها للربع تسبب زيادة بنسبة 2% من استهلاك الوقود.
5. 	الحفاظ على حمولة المركبة ضمن الحد الطبيعي، فكل 45 كيلوغرام من الحملة تسبب بزيادة الاستهلاك بنسبة 2%.
6. 	الاعتماد على التهوية الطبيعية للسيارة عند التحرك بسرعة تزيد عن 65 كيلومتر/ساعة.
7. 	الاستثمار بشراء سيارة هجينة – Hybrid (تعتمد على الوقود والكهرباء)
","Some popular practices can waste the fuel in your car, you can follow the following tips to save your fuel:
Switch off the car if you’ll wait more than 2 minutes.
Ride at constant speed.
Periodic maintenance can enhance the fuel efficiency up to 10%.
Check tire pressure, tire pressure decreases by 25% can increase fuel consumption by 2%.
To limit can load in the range. Every extra 45 KG of load increases the load by 2%.
Using natural ventilation in the can when you ride at a speed of 65 KM/H.
Invest in hybrid car (using both fuel and electrical energy)
"
Existing buildings,مباني قائمة,Improving the health of individuals-existing buildings,تحسين صحة الافراد-مباني قائمة,ما الحل لمشكلة الغبار المفرطة في الموقع الناتجة عن الانشاء؟,How to get rid of dust in construction locations?,ينصح بوضع استراتيجيات أو خطة لمنع التلوث خارج الموقع سواء بناء قائم أو جديد للحد من الغبار والرواسب بالإضافة الى أن اتخاذ هذه الخطوة يحافظ على السلامة العامة.,Pollution prevention plan or strategy is recommended for both new and existing buildings to limit dust and residues. This step can improve public safety in the location. 
Existing buildings,مباني قائمة,Improving the health of individuals-existing buildings,تحسين صحة الافراد-مباني قائمة,ما الحل لمشكلة الغبار المفرطة في الموقع الناتجة عن الانشاء؟,How to get rid of dust in construction locations?,ينصح بوضع استراتيجيات أو خطة لمنع التلوث خارج الموقع سواء بناء قائم أو جديد للحد من الغبار والرواسب بالإضافة الى أن اتخاذ هذه الخطوة يحافظ على السلامة العامة.,Pollution prevention plan or strategy is recommended for both new and existing buildings to limit dust and residues. This step can improve public safety in the location. 
Existing buildings,مباني قائمة,Improving the health of individuals-existing buildings,تحسين صحة الافراد-مباني قائمة,كيف يمكن أن نقلل من التلوث حول المبنى وبنفس الوقت جعل التنقل الى الموقع أكثر استدامة؟,How to reduce pollution around the building and have more sustainable transportation?,بالدرجة الأولى يفضل اختيار موقع قريب من خطوط المواصلات العامة خصوصاً إذا كانت طبيعة المشروع عام، وبالدرجة الثانية يمكن استخدام المركبات الصديقة للبيئة وتشجيع ركوب الدراجات الهوائية.,"Firstly, It is recommended to select a location near the public transportation specially for public buildings. Secondly, using eco-friendly cars and encourage using bicycles."
Existing buildings,مباني قائمة,Improving the health of individuals-existing buildings,تحسين صحة الافراد-مباني قائمة,كيف يمكن أن نقلل من التلوث حول المبنى وبنفس الوقت جعل التنقل الى الموقع أكثر استدامة؟,How to reduce pollution around the building and have more sustainable transportation?,بالدرجة الأولى يفضل اختيار موقع قريب من خطوط المواصلات العامة خصوصاً إذا كانت طبيعة المشروع عام، وبالدرجة الثانية يمكن استخدام المركبات الصديقة للبيئة وتشجيع ركوب الدراجات الهوائية.,"Firstly, It is recommended to select a location near the public transportation specially for public buildings. Secondly, using eco-friendly cars and encourage using bicycles."
Existing buildings,مباني قائمة,Improving the health of individuals-existing buildings,تحسين صحة الافراد-مباني قائمة,أيهما أكثر استدامة: بناء جديد موفر للطاقة أم إعادة تأهيل مباني قائمة؟,"Which is more sustainable, to build an energy efficient building or to retrofit an existing one?","إعادة تأهيل المباني يقلل من استخدام الطاقة والنفايات المرتبطة بالهدم والبناء الجديد حسب ما أثبتت الدراسات
علما أن المبنى الجديد حتى لو كان موفر للطاقة، يحتاج من 10 إلى 80 عام لتعويض آثار تغير المناخ الناتجة عن بنائه.
",Retrofitting an existing building reduce energy consumption and solid waste from construction and deconstruction processes. Some studies showed that even energy efficient new building needs 80 to 100 years to recover climate effects. 
Existing buildings,مباني قائمة,Improving the health of individuals-existing buildings,تحسين صحة الافراد-مباني قائمة,أيهما أكثر استدامة: بناء جديد موفر للطاقة أم إعادة تأهيل مباني قائمة؟,"Which is more sustainable, to build an energy efficient building or to retrofit an existing one?","إعادة تأهيل المباني يقلل من استخدام الطاقة والنفايات المرتبطة بالهدم والبناء الجديد حسب ما أثبتت الدراسات
علما أن المبنى الجديد حتى لو كان موفر للطاقة، يحتاج من 10 إلى 80 عام لتعويض آثار تغير المناخ الناتجة عن بنائه.
",Retrofitting an existing building reduce energy consumption and solid waste from construction and deconstruction processes. Some studies showed that even energy efficient new building needs 80 to 100 years to recover climate effects. 
Existing buildings,مباني قائمة,Improving the health of individuals-existing buildings,تحسين صحة الافراد-مباني قائمة,أيهما أكثر استدامة: بناء جديد موفر للطاقة أم إعادة تأهيل مباني قائمة؟,"Which is more sustainable, to build an energy efficient building or to retrofit an existing one?","إعادة تأهيل المباني يقلل من استخدام الطاقة والنفايات المرتبطة بالهدم والبناء الجديد حسب ما أثبتت الدراسات
علما أن المبنى الجديد حتى لو كان موفر للطاقة، يحتاج من 10 إلى 80 عام لتعويض آثار تغير المناخ الناتجة عن بنائه.
",Retrofitting an existing building reduce energy consumption and solid waste from construction and deconstruction processes. Some studies showed that even energy efficient new building needs 80 to 100 years to recover climate effects. 
New buildings,مباني جديدة,Providing water quality-new buildings,توفير جودة المياة-مباني جديدة,أيهما أكثر استدامة: بناء جديد موفر للطاقة أم إعادة تأهيل مباني قائمة؟,"Which is more sustainable, to build an energy efficient building or to retrofit an existing one?","إعادة تأهيل المباني يقلل من استخدام الطاقة والنفايات المرتبطة بالهدم والبناء الجديد حسب ما أثبتت الدراسات
علما أن المبنى الجديد حتى لو كان موفر للطاقة، يحتاج من 10 إلى 80 عام لتعويض آثار تغير المناخ الناتجة عن بنائه.
",Retrofitting an existing building reduce energy consumption and solid waste from construction and deconstruction processes. Some studies showed that even energy efficient new building needs 80 to 100 years to recover climate effects. 
New buildings,مباني جديدة,Providing water quality-new buildings,توفير جودة المياة-مباني جديدة,ما فائدة استخدام مواد محلية ( فلسطينية) و\او إقليمية؟,What would be the point of using local (Palestinian) and/or regional materials?,".تشجيع المقاولين باختيار مواد محلية الصنع تقلل الآثار البيئية الناجمة عن نقل البضائع
   كما أن دعم المنتج المحلي يساعد على تطويره مستقبلياً والدفع باتجاه الاهتمام بالمعايير البيئية الخضراء.
","Encourage contractors to use local/regional products can reduce the negative impact on the environment caused by material transportation.
Support local products help to develop its quality in the near future, and moving towards taking green measures in the industry.
"
New buildings,مباني جديدة,Providing water quality-new buildings,توفير جودة المياة-مباني جديدة,ما فائدة استخدام مواد محلية ( فلسطينية) و\او إقليمية؟,What would be the point of using local (Palestinia,".تشجيع المقاولين باختيار مواد محلية الصنع تقلل الآثار البيئية الناجمة عن نقل البضائع
   كما أن دعم المنتج المحلي يساعد على تطويره مستقبلياً والدفع باتجاه الاهتمام بالمعايير البيئية الخضراء.
","Encourage contractors to use local/regional products can reduce the negative impact on the environment caused by material transportation.
Support local products help to develop its quality in the near future, and moving towards taking green measures in the industry.
"
New buildings,مباني جديدة,Providing water quality-new buildings,توفير جودة المياة-مباني جديدة,كيف يمكن أن نجعل عملية اختيار المواد للبناء مستدامة؟,How to select building material sustainably?,باختيار مواد ومنتجات التي تستخدم نسبة من المواد معادة الاستخدام خلال عملية تصنيع المنتج (recycled content)، بالإضافة إلى تشجيع المصانع على استخدام مواد معادة التدوير في عملية التصنيع لتقليل الطلب على المواد الخام وزيادة الطلب على فرز النفايات.,"selection/use of materials/products that constraints recycled content, in addition to encourage producers to use recycled content in order to limit the demand on virgin material and increase demand on waste separation."
New buildings,مباني جديدة,Providing water quality-new buildings,توفير جودة المياة-مباني جديدة,كيف يمكن أن نجعل عملية اختيار المواد للبناء مستدامة؟,How to select building material sustainably?,باختيار مواد ومنتجات التي تستخدم نسبة من المواد معادة الاستخدام خلال عملية تصنيع المنتج (recycled content)، بالإضافة إلى تشجيع المصانع على استخدام مواد معادة التدوير في عملية التصنيع لتقليل الطلب على المواد الخام وزيادة الطلب على فرز النفايات.,"selection/use of materials/products that constraints recycled content, in addition to encourage producers to use recycled content in order to limit the demand on virgin material and increase demand on waste separation."
New buildings,مباني جديدة,Providing water quality-new buildings,توفير جودة المياة-مباني جديدة,ما سبب وجود مناطق ذات حرارة أعلى من غيرها خلال النهار خاصة في فصل الصيف؟,Why do we find areas with higher temperatures than others during summer days?,"ظاهرة الجزيرة الحرارية الحضرية ((Urban Heat Island هي ظاهرة ناتجة في الأماكن الحضرية نتيجة وجود أسطح مثل أسطح الاسفلت تعمل على امتصاص أشعة الشمس وإعادة اشعاعها لتشكل تجمع حراري ""جزيرة حرارية"" فتكون درجات الحرارة في هذه المناطق أعلى من الطبيعي. للتخفيف من هذه الظاهرة ينصح باستخدام مواد نفاذية وباللون الفاتح في أعمال الأرضيات حول المبنى وزيادة المساحات الخضراء أو على الأقل تصغير مساحات الاسفلت حول المبنى. ","This is called “urban heat island”, which is a phenomena where areas like asphalt absorb sun heat and return it to the surrounding to form a thermal area 
“Heat island” with higher temperature than other areas. In order to prevent this phenomena is it recommended to use porous ground materials with light colors, or at least, to minimize asphalt areas around building."
New buildings,مباني جديدة,Improving people's health-new buildings,تحسين صحة الافراد-مباني جديدة,ما سبب وجود مناطق ذات حرارة أعلى من غيرها خلال النهار خاصة في فصل الصيف؟,Why do we find areas with higher temperatures than others during summer days?,"ظاهرة الجزيرة الحرارية الحضرية ((Urban Heat Island هي ظاهرة ناتجة في الأماكن الحضرية نتيجة وجود أسطح مثل أسطح الاسفلت تعمل على امتصاص أشعة الشمس وإعادة اشعاعها لتشكل تجمع حراري ""جزيرة حرارية"" فتكون درجات الحرارة في هذه المناطق أعلى من الطبيعي. للتخفيف من هذه الظاهرة ينصح باستخدام مواد نفاذية وباللون الفاتح في أعمال الأرضيات حول المبنى وزيادة المساحات الخضراء أو على الأقل تصغير مساحات الاسفلت حول المبنى. ","This is called “urban heat island”, which is a phenomena where areas like asphalt absorb sun heat and return it to the surrounding to form a thermal area 
“Heat island” with higher temperature than other areas. In order to prevent this phenomena is it recommended to use porous ground materials with light colors, or at least, to minimize asphalt areas around building."
New buildings,مباني جديدة,Improving people's health-new buildings,تحسين صحة الافراد-مباني جديدة,"ما هي المرحلة التي يؤثر بها المبنى سلبياً على البيئة؟
",In which phase does a building negatively affect the environment?,"يكون للمباني تأثيرات بيئية محلية وإقليمية وعالمية في جميع مراحل حياة المبنى. يحدث بعضها أثناء استخراج وتصنيع ونقل المواد؛ وجزء آخر أثناء البناء والتشغيل؛ والجزء الأخير يحدث عند الهدم والتخلص من المباني ومخلفاتها.
","Building affect the local, regional and international environment in all phases, some occurs in material extraction and production, construction, operation, deconstruction or waste disposal. "
New buildings,مباني جديدة,Improving people's health-new buildings,تحسين صحة الافراد-مباني جديدة,"ما هي المرحلة التي يؤثر بها المبنى سلبياً على البيئة؟
",In which phase does a building negatively affect the environment?,"يكون للمباني تأثيرات بيئية محلية وإقليمية وعالمية في جميع مراحل حياة المبنى. يحدث بعضها أثناء استخراج وتصنيع ونقل المواد؛ وجزء آخر أثناء البناء والتشغيل؛ والجزء الأخير يحدث عند الهدم والتخلص من المباني ومخلفاتها.
","Building affect the local, regional and international environment in all phases, some occurs in material extraction and production, construction, operation, deconstruction or waste disposal. "
New buildings,مباني جديدة,Improving people's health-new buildings,تحسين صحة الافراد-مباني جديدة,كيف يمكن تقليل أثر دورة حياة المبنى على البيئة؟,How to limit building impact on the environment?,بعض الأفكار لتقليل الضرر تتمثل في: ترميم المباني الحالية وإعادة تأهيلها، إعادة استخدام مكونات المبنى، وتقليل البصمة البيئية للمبنى من خلال فحص تقييم دورة الحياة (LCA)الذي يحدد أكبر عدد ممكن من هذه التأثيرات البيئية.,"There are some ideas to do so, including but not limited to: retrofit existing buildings, reuse existing building components, and reduce carbon footprint through life cycle assessment which can indicate the main effects of the building."
New buildings,مباني جديدة,Improving people's health-new buildings,تحسين صحة الافراد-مباني جديدة,كيف يمكن تقليل أثر دورة حياة المبنى على البيئة؟,How to limit building impact on the environment?,بعض الأفكار لتقليل الضرر تتمثل في: ترميم المباني الحالية وإعادة تأهيلها، إعادة استخدام مكونات المبنى، وتقليل البصمة البيئية للمبنى من خلال فحص تقييم دورة الحياة (LCA)الذي يحدد أكبر عدد ممكن من هذه التأثيرات البيئية.,"There are some ideas to do so, including but not limited to: retrofit existing buildings, reuse existing building components, and reduce carbon footprint through life cycle assessment which can indicate the main effects of the building."
New buildings,مباني جديدة,Improving people's health-new buildings,تحسين صحة الافراد-مباني جديدة,كيف يمكن التعامل مع النفايات بطريقة صديقة للبيئة؟,How to treat waste in a green way?,"تعتبر النقاط التالية من أبسط أشكال التعامل الصحيح مع النفايات الصلبة في المباني بكافة أنواعها:
1.    تقليل كمية النفايات المستهلكة، وذلك بتقليل الاعتماد على المواد ذات الاستخدام الواحد (مثل الكاسات البلاستيك).
2.    الاعتماد على فرز النفايات: فرز نوعين من أنواع النفايات على الأقل (مثلا كرتون وبلاستيك أو زجاج) و\أو فرز النفايات الخطرة (بطاريات، أجهزة إلكترونية، خلايا طاقة شمسية.. الخ) و/أو نفايات عضوية.
","These considerations is the simplest ways to treat waste in all building types:
Waste prevention by reducing single-use materials options in our lifestyle (like plastic cups).
Depend on waste separation: separation of at least 2 types of waste (like cartoon, plastic, or glass), hazardous waste (like batteries, electrical waste, solar panels, etc.) and/or organic waste.
"
New buildings,مباني جديدة,Improving people's health-new buildings,تحسين صحة الافراد-مباني جديدة,كيف يمكن التعامل مع النفايات بطريقة صديقة للبيئة؟,How to treat waste in a green way?,"تعتبر النقاط التالية من أبسط أشكال التعامل الصحيح مع النفايات الصلبة في المباني بكافة أنواعها:
1.    تقليل كمية النفايات المستهلكة، وذلك بتقليل الاعتماد على المواد ذات الاستخدام الواحد (مثل الكاسات البلاستيك).
2.    الاعتماد على فرز النفايات: فرز نوعين من أنواع النفايات على الأقل (مثلا كرتون وبلاستيك أو زجاج) و\أو فرز النفايات الخطرة (بطاريات، أجهزة إلكترونية، خلايا طاقة شمسية.. الخ) و/أو نفايات عضوية.
","These considerations is the simplest ways to treat waste in all building types:
Waste prevention by reducing single-use materials options in our lifestyle (like plastic cups).
Depend on waste separation: separation of at least 2 types of waste (like cartoon, plastic, or glass), hazardous waste (like batteries, electrical waste, solar panels, etc.) and/or organic waste.
"
New buildings,مباني جديدة,Energy saving-new buildings,توفير الطاقة-مباني جديدة,ما مصير النفايات الصلبة التي يتم التخلص منها؟,Where the waste went?,منها من يتم إعادة تدويره واستخدامه كمواد خام في منتجات جديدة (وهي نسبة قليلة)، ومعظمها يتم دفنه في مدافن خاصة تحت الأرض ومنها من يتم التخلص منه بطريقة خاطئة بوضعه في مكبات غير مخصصة تزيد من التلوث البيئي وتسبب الأمراض لسكان المنطقة.,"Part of it is recycled or reused as raw material for new products (very limited percentage), but mostly it went to landfills or disposed in a wrong way such as throw in a random areas (illegally) which increase environmental impact and harm the population in the area.
"
New buildings,مباني جديدة,Energy saving-new buildings,توفير الطاقة-مباني جديدة,ما مصير النفايات الصلبة التي يتم التخلص منها؟,Where the waste went?,منها من يتم إعادة تدويره واستخدامه كمواد خام في منتجات جديدة (وهي نسبة قليلة)، ومعظمها يتم دفنه في مدافن خاصة تحت الأرض ومنها من يتم التخلص منه بطريقة خاطئة بوضعه في مكبات غير مخصصة تزيد من التلوث البيئي وتسبب الأمراض لسكان المنطقة.,"Part of it is recycled or reused as raw material for new products (very limited percentage), but mostly it went to landfills or disposed in a wrong way such as throw in a random areas (illegally) which increase environmental impact and harm the population in the area.
"
